id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,73.87126001,79.35749301,86.72294037,96.63088739,109.8106956,126.740324,147.5141721,171.8184369,198.9710084,227.974808,257.0907215,284.7641327,310.5409288,334.4859555,357.5897526,381.6132458,407.8224331,436.1061919,465.362304,494.7744446,523.6626516,551.1552228,576.7555717,600.1123775,621.0833239,638.6658772,651.8684856,660.0347587,663.6863733,663.2019221,658.0129672,649.4359996,639.4587579,629.0424409,618.0496223,606.7788348,595.4867097,584.8019443,575.6430833,569.4094489,567.4903526,569.7676863,574.4582042,580.2553587,586.8652417,594.8622457,605.0170408,616.8200759,629.6048464,643.2564598,657.8902772,674.0675144,691.7207304,710.1284086,727.6935671,743.5893368,759.2908365,775.4488445,791.3936893,806.90418,822.7504507,838.972194,854.6650014,869.1688172,882.640434,895.2614074,907.7367409,920.4831907,933.5904001,947.0230779,961.229091,976.7523073,993.988218,1012.793377,1032.66274,1052.402366,1070.974743,1088.085604,1102.599979,1113.866634,1121.574329,1125.777518,1126.491845,1123.422531,1115.566367,1102.371795,1082.844568,1055.690474,1019.724937,972.3268966,911.8395571,837.7629939,748.7966582,643.5655857,523.3194254,393.1890968,270.221481,169.8225161,90.44867098,29.59556662,0.172807131
1,69.61624545,74.07427813,80.10410133,87.96486947,98.48912473,112.8873548,132.0544646,155.6950646,183.3136366,211.7889421,237.965529,260.6734086,279.6189257,296.3025087,313.1020253,331.5334467,351.1020232,370.2989436,387.3350791,401.3445788,412.9397716,424.1891621,436.3172872,449.0474093,460.1946911,467.9945899,472.6215223,474.6339677,475.8769287,476.7814919,477.0270585,476.2535269,473.8526025,469.8188574,465.2518402,460.6082099,456.1434619,451.8523535,447.943937,445.1160698,443.5346968,443.2067723,443.1901436,442.6727395,441.3640672,439.5084841,437.1344021,434.0733133,430.3483254,426.0182796,421.8189911,418.3149819,415.4585277,412.8221311,409.6469448,405.5642777,400.8855358,395.5009169,390.5515802,387.0531618,385.2168619,384.8871434,386.8950401,393.0352384,403.419883,417.1781487,434.3381122,454.936705,479.490765,506.8572209,534.5141855,561.154302,586.2529683,609.7665642,631.5899907,650.9226349,666.8972581,679.4014205,690.0939131,700.5977594,711.9051346,723.710596,733.7480706,741.5111571,746.215982,748.2475688,747.3607043,742.6814945,732.413494,716.1720365,692.7125142,659.5003731,613.3763801,553.091872,478.790646,394.9229299,304.8712603,202.9384514,111.7901742,51.29810408,9.949555261
2,147.5593772,154.0812372,162.6274567,173.6420092,187.4399948,204.0705287,223.7396594,246.2653097,270.6805008,295.9105487,320.9269357,345.863968,371.3303006,397.081212,422.0184889,444.2891194,462.2239583,477.6294701,487.3209387,491.5951674,492.7594549,492.1249385,490.2276802,487.1750765,483.3227139,478.8463058,473.6864501,467.9036628,461.9252434,456.1524929,450.2670747,444.3709863,438.8657698,434.1295259,430.4588069,428.1851425,427.0886361,426.3637863,425.6445606,424.2221483,421.8495752,419.00748,416.1926245,413.2425321,409.9644223,406.67906,403.8128038,402.1457613,401.4892629,401.242712,401.119076,401.0659914,401.3317248,402.006302,403.3030742,404.8356346,406.6111809,408.7152267,411.7312935,416.1953618,422.2092628,430.1538636,440.6959839,453.8845407,469.0320112,486.0397324,505.2429345,527.5628056,552.8019266,579.6746488,608.0036394,640.0940565,669.9478889,698.8176944,729.7892587,758.2891405,784.3736927,809.5700051,833.4405256,854.575492,873.2307655,889.5283821,903.0657811,913.1786316,919.1962407,921.0569707,918.071219,910.0467899,896.2423999,874.1720283,842.1522436,799.6893189,745.9648187,679.1175369,596.0564423,497.492481,390.2100546,273.2286155,148.244062,36.47127911,-17.2490164
3,137.4825708,140.5749768,144.6805229,149.9170441,156.7504654,165.4971259,176.0166523,188.6728983,203.6446274,220.4526777,238.0517008,256.2691998,275.0997335,294.9405204,315.7901941,336.8365392,357.2361596,376.5323539,394.4962251,411.7716674,428.0682842,442.3681304,454.6475273,465.3043404,474.2543113,481.4484575,485.8900924,486.9919356,484.8304544,479.1230805,469.867921,458.5422333,447.2174534,435.9657115,422.3159845,403.8566927,379.6544396,351.6713458,322.7837106,294.3734692,267.017414,241.7638257,218.8348032,198.1810637,179.9209956,163.891494,149.3036272,134.6952983,119.6262107,104.8209262,91.46797333,80.84009324,75.68483415,76.33908838,83.88609064,101.2498459,126.6182383,156.1441769,187.2862074,220.522825,256.0466094,296.4667382,344.767352,400.6381782,460.0676608,519.4828082,576.3908911,630.6096759,682.9404403,733.6211976,781.1169525,823.1505275,862.4664549,896.489926,925.0044797,951.8476229,975.8019969,997.6275352,1018.327387,1036.476601,1048.726525,1057.370016,1063.920337,1059.398279,1051.117868,1036.923603,1015.722319,986.7672258,950.5046437,906.2084777,853.8884779,792.7552785,721.9700563,640.3671356,547.311342,444.1379503,329.4325947,214.0579366,127.3008938,69.44321543,18.25903164
4,5.284742314,6.361297419,6.663223673,10.33049615,15.99523194,22.18935088,30.4378535,40.96323538,52.50063747,64.56343806,77.00015131,90.66351173,105.5841441,121.5281051,138.308191,155.2028975,172.8926249,193.2547719,214.2402852,236.1662847,257.1700579,275.4110205,289.1008805,296.8464659,298.4760076,295.4598359,289.3356511,281.2189331,272.0691232,263.5449822,256.6506475,251.8153565,248.9426402,247.5148095,247.0909185,247.7054544,249.6717625,253.2250434,258.1321313,263.2348815,267.9360511,273.0170111,278.0907672,282.9512377,289.0161203,297.221153,306.9274205,316.7126424,325.7738027,333.6715628,339.6549157,342.9459659,344.0853442,344.6723998,345.6276807,347.0380367,348.3451667,349.3950557,350.6309604,352.2350886,354.3264664,357.7326532,363.2040646,370.5876979,379.0752703,387.9170338,396.9851345,406.5749809,416.7623168,427.0033507,436.694596,445.7891687,454.304841,462.107997,469.9633346,477.2084132,483.4646719,488.5708066,492.7340854,495.814289,497.7136163,498.2847755,497.197416,494.2258198,489.2908027,482.3067446,473.2747364,462.1782309,448.8389401,432.891636,413.7255693,391.0002918,363.3670165,329.4432278,288.7944261,242.3806199,190.1130497,131.5458548,72.11386155,29.54141718,3.050784106
5,100.0618684,104.3153887,110.1303964,118.0158219,127.5867105,138.6931119,150.9630154,164.6820956,179.8986351,196.6031645,214.3503644,231.8223514,248.5385805,264.1291532,279.4910512,295.3734397,312.2045965,328.3326012,342.7974299,356.9741239,373.1022083,390.6108607,406.306975,415.9316014,418.0328755,414.6378933,409.1786375,403.1413689,396.7742085,389.7625651,381.4781533,371.4579128,360.6168353,350.5798055,342.3305327,336.6308001,333.5205728,331.7866411,331.0585297,331.2850038,332.410932,334.5283256,338.2966332,343.5560705,349.9996295,357.0757626,364.4382704,372.3213476,379.8085494,387.7818161,397.6750141,410.1328809,423.6745429,437.3044899,449.1840281,461.8245575,476.8688963,493.7594909,511.9780738,530.9169169,550.129842,569.8542746,589.988612,610.6532417,632.4654462,655.0886939,677.9125651,700.6303171,722.8116569,743.5983017,766.7055568,786.3278605,803.6204044,819.6195149,833.709069,846.1446207,856.7208869,864.9378549,871.3114244,876.1009146,878.8414824,879.0771443,876.8475171,871.5965594,863.6351582,852.350377,837.3548196,817.9176925,793.388871,763.0345003,725.485424,679.8866717,623.6775851,554.1687935,470.2120864,372.5791695,270.9919895,179.7583376,97.69394886,32.66062257,-8.617179794
6,24.07990829,27.95310142,32.99075814,38.37911361,43.05526169,46.9487882,52.11300226,61.18339034,71.50460709,82.3247179,94.66654242,107.2813677,118.7013278,129.8993638,142.1095045,155.3730792,170.2091081,185.9765748,201.2251705,215.6519129,228.7208298,240.3286096,252.3032757,266.6761018,283.361028,300.6394981,316.1534589,328.3831869,338.316536,348.5584217,359.2749436,367.7130464,372.6627052,376.8183651,383.5634261,393.3686875,404.3344113,414.610998,423.4814854,431.8150808,441.2221941,452.2598523,464.9069276,478.6744893,492.473836,505.2360662,517.2761457,529.5712541,543.221208,558.2235682,573.0478379,586.1109266,596.8417626,605.7019677,613.5740402,621.6598959,631.144827,642.2681784,654.3594379,666.9270364,680.0010059,693.4704784,707.7549682,723.0940691,739.1297099,755.180084,770.852107,786.3639008,801.4039361,816.3159555,831.5505219,846.5859207,860.6077744,872.9029317,882.9235917,890.6628551,896.6826541,900.9537588,903.3465524,903.3282795,899.8701412,892.8381544,881.8427974,867.3746479,849.4357352,827.7812631,801.6059735,770.1095434,732.9836164,689.6782352,639.5596654,582.7612628,520.3622237,452.4182667,378.0740041,297.160502,209.1460425,126.3235988,63.45584526,14.18499003,-8.167511572
7,89.09853662,92.95226167,98.22401867,105.121024,113.6667192,123.9378149,136.539454,151.7940975,169.3973964,188.6971249,209.4346507,231.6372083,255.0075297,278.4441575,301.15913,322.2730748,341.2634338,358.9081212,376.3362027,394.5620158,413.056784,430.3155207,445.8680071,459.8114412,472.412232,484.3690498,495.2056084,503.1864654,506.3462386,504.678002,499.9821697,493.8269039,486.8424806,479.3349288,471.331861,462.7683117,453.9696665,445.7658926,439.3344525,435.30887,433.6139052,433.2234483,433.413534,434.2201432,435.7637451,437.9886513,441.0332251,444.9249669,448.8892313,452.4749316,455.9427867,460.179849,465.5706311,472.2305805,479.5171896,486.9200771,494.7594039,503.4560336,512.8172938,523.0771344,534.341826,546.6626904,560.4663436,577.4848849,596.745606,614.9254191,631.8516871,648.0892852,663.4131027,677.7251259,691.5348726,705.3340452,720.3411704,735.3811409,749.5800059,762.7693764,774.7908945,785.459851,794.9718897,803.0726109,809.3751467,813.2331531,813.9960016,811.2706141,805.3284727,796.3093217,783.2227194,764.718183,740.6617738,709.6581913,668.4079773,617.9874682,559.4998146,492.467795,413.6767626,321.5924065,231.0129411,153.2042347,81.04371262,21.00356526,-16.13116333
8,24.04143472,30.03143284,40.61575672,53.13877456,64.59305815,76.83401027,92.1906063,110.4297836,130.621976,152.7144706,177.3188697,204.642877,233.3335357,261.7744458,287.9450566,309.7821891,326.1485081,337.5051476,344.7857737,348.5118134,349.2592127,347.7912163,344.9292652,341.4376812,338.0327538,335.6913667,335.3941647,337.7338074,343.0891122,351.6323401,362.7623062,375.7288751,390.1469831,405.807854,422.1039583,438.8484396,456.1170347,473.6918669,491.0934732,507.462504,522.4349538,536.0344496,549.2108686,562.6276119,575.8729263,588.2461666,599.2358539,608.7650144,617.0859038,624.6069652,631.7109683,638.420186,644.576569,650.3495579,656.1314176,662.1532936,668.494644,675.4671545,683.0948312,691.6388664,701.3074619,711.8462803,722.8749915,733.9039851,744.375177,754.1175237,763.2871652,772.0732373,780.5935717,788.7897559,796.289138,802.7907206,808.2477037,812.5272302,815.6106571,817.4634444,818.1415579,817.50811,815.2387124,811.146106,804.9885437,796.5556908,785.5043967,771.5422077,754.2099611,733.0338938,707.4684217,676.8073235,640.6325948,598.8545297,551.4744517,497.6817746,436.8422126,370.1236347,299.6484459,225.1257395,146.95535,70.35296224,5.496778172,-28.1433512,-27.34697871
9,162.3740618,168.1059366,175.2170217,184.0793793,195.0143454,208.2193673,223.422046,240.2494318,258.4783958,277.4948888,296.8467202,316.4886786,336.3233646,356.2076725,376.1333391,395.7403495,415.694494,435.3963817,450.9801817,463.5981168,477.2991001,489.9544116,490.4149146,491.4187269,492.8392049,490.6934668,484.8351251,471.5060618,455.061906,441.8463577,423.1484301,410.75067,406.2055696,401.3678071,396.3193834,388.2068762,376.3768702,360.7257689,348.4511041,339.0249535,333.2982043,330.6361352,329.2048356,327.5436399,324.5112664,319.5943813,312.7551225,303.5526884,292.8821269,282.0405675,272.5737729,266.0041644,263.0775468,262.3327405,263.3444995,266.7406115,274.4152478,287.4341474,306.4445656,330.2420293,356.3553856,388.1408701,425.3332344,464.2097952,503.8496239,545.0350375,586.088094,627.1718807,668.3231258,707.9317107,748.0743105,784.5991373,816.8107498,848.0373046,881.1223746,915.1283901,949.6567652,981.0813676,1006.899074,1031.050696,1056.539039,1073.113932,1086.912692,1097.486124,1101.86236,1097.509187,1082.992769,1057.99859,1021.65016,971.2889692,906.4416825,829.6346515,739.8229139,637.5236762,522.3843826,390.9274489,252.7223105,122.7478066,35.01491497,-6.352064135,-15.89302645
